PACKPRICE,sum_of_salesday,Spend,s_date_year,s_date_month,s_date_dayofmonth,sale_pdp,Pampers_sale_rpi,Mamypoko_sale_rpi,Pampers_offer_rpi,Mamypoko_offer_rpi,MerchantCode_number
8.9,458,965.0,2021,7,4,13.98,0.075300261,-0.063188793,0.072916667,0.032608696,10
9.1,384,2781.0,2021,7,6,13.98,0.075300261,-0.063188793,0.071428571,0.010869565,10
9.1,338,150.0,2021,7,8,13.98,0.075300261,-0.063188793,0.116504854,0.010869565,10
9.1,384,194.0,2021,7,14,13.98,0.075300261,-0.063188793,0.116504854,0.010869565,10
8.1,976,17.0,2021,7,31,13.98,0.075300261,-0.063188793,0.138297872,0.119565217,10
9.1,373,0.0,2021,8,3,13.98,0.075300261,-0.063188793,0.021505376,0.010869565,10
8.7,580,111.0,2021,8,5,13.98,0.075300261,-0.063188793,0.043956044,0.011363636,10
8.7,572,24.0,2021,8,7,13.98,0.075300261,-0.063188793,0.043956044,0.011363636,10
8.8,605,93.0,2021,8,24,13.98,0.075300261,-0.099875776,-0.023255814,0.043478261,10
9.5,491,33.0,2021,9,1,13.98,0.075300261,-0.099875776,0.030612245,-0.032608696,10
9.5,255,0.0,2021,9,8,13.98,0.075300261,-0.099875776,0.030612245,-0.032608696,10
9.5,244,0.0,2021,9,9,13.98,0.075300261,-0.387049608,0.030612245,-0.032608696,10
9.2,306,30.0,2021,9,22,13.98,0.075300261,-0.063188793,0.098039216,0.0,10
9.2,242,63.0,2021,9,25,13.98,0.075300261,-0.063188793,0.098039216,0.0,10
8.1,745,31.0,2021,10,3,13.98,0.075300261,-0.063188793,0.173469388,0.079545455,10
8.1,567,0.0,2021,10,7,13.98,0.075300261,-0.063188793,0.173469388,0.079545455,10
8.7,395,281.0,2021,10,13,13.98,0.075300261,-0.063188793,0.186915888,0.011363636,10
8.2,303,2512.0,2021,10,26,13.98,0.075300261,-0.063188793,0.163265306,0.035294118,10
8.2,352,425.0,2021,10,30,13.98,0.075300261,-0.063188793,0.163265306,0.035294118,10
9.5,271,283.0,2021,11,5,13.98,0.033230209,-0.063188793,0.112149533,-0.079545455,10
9.5,68,1478.0,2021,11,10,13.98,-0.063543544,-0.063188793,0.112149533,0.227642276,10
9.1,330,1612.0,2021,11,19,13.98,-0.063543544,-0.226882217,0.052083333,0.201754386,10
9.1,379,610.0,2021,11,24,13.98,-0.063543544,-0.063188793,0.14953271,0.010869565,10
9.2,471,631.0,2021,12,3,13.98,-0.063543544,-0.226882217,0.06122449,0.192982456,10
9.2,340,282.0,2021,12,11,9.22,0.298578579,0.190854503,0.06122449,0.192982456,10
9.2,371,446.0,2021,12,15,13.98,-0.063543544,0.141987992,0.06122449,0.148148148,10
8.9,549,1624.0,2021,12,20,13.98,-0.063543544,-0.226882217,0.053191489,0.219298246,10
8.9,623,437.0,2021,12,21,13.98,-0.063543544,-0.226882217,0.053191489,0.219298246,10
8.9,601,582.0,2021,12,22,13.98,-0.063543544,0.141987992,0.053191489,0.13592233,10
9.5,388,342.0,2021,12,25,13.98,-0.063543544,-0.226882217,0.112149533,0.166666667,10
9.5,423,239.0,2021,12,31,13.98,-0.063543544,-0.226882217,0.112149533,0.166666667,10
9.2,591,562.0,2022,1,4,13.98,-0.063543544,-0.226882217,0.192982456,0.192982456,10
9.6,586,177.0,2022,1,12,13.98,0.075300261,-0.077565923,0.186440678,0.261538462,10
9.1,526,230.0,2022,1,17,13.98,0.075300261,-0.077565923,0.165137615,0.3,10
9.1,612,232.0,2022,1,18,13.68,0.095143603,-0.054442191,0.165137615,0.3,10
9.1,511,133.0,2022,1,19,13.68,0.095143603,0.160400267,0.165137615,0.125,10
9.1,559,454.0,2022,1,21,13.68,0.095143603,0.123895931,0.165137615,0.09,10
9.1,623,248.0,2022,1,22,13.98,0.075300261,0.104683122,0.165137615,0.09,10
9.2,604,206.0,2022,1,24,13.98,0.075300261,0.104683122,0.220338983,0.08,10
9.2,564,142.0,2022,1,25,13.98,0.075300261,0.104683122,0.220338983,0.08,10
9.6,659,106.0,2022,1,27,13.98,0.075300261,0.104683122,0.186440678,0.119266055,10
9.8,495,352.0,2022,2,2,13.98,0.075300261,0.104683122,0.140350877,0.02970297,10
10.1,247,125.0,2022,2,10,13.98,0.075300261,0.104683122,0.144067797,0.038095238,10
10.1,310,4.0,2022,2,11,13.98,0.075300261,0.104683122,0.144067797,0.073394495,10
10.1,383,259.0,2022,2,19,13.98,0.075300261,0.104683122,0.114035088,0.268115942,10
10.1,271,569.0,2022,2,21,13.98,0.075300261,0.104683122,0.114035088,0.073394495,10
9.8,402,597.0,2022,3,5,13.98,0.075300261,0.104683122,0.125,0.066666667,10
9.8,318,407.0,2022,3,7,13.98,0.075300261,0.104683122,0.140350877,0.066666667,10
9.5,414,148.0,2022,4,3,13.98,0.075300261,0.104683122,0.136363636,0.095238095,10
9.5,434,92.0,2022,4,4,13.98,0.075300261,0.104683122,0.136363636,0.095238095,10
9.5,361,91.0,2022,4,11,13.98,0.075300261,0.104683122,0.194915254,0.128440367,10
9.5,316,67.0,2022,4,15,13.98,0.075300261,0.104683122,0.194915254,0.030612245,10
9.5,326,198.0,2022,4,19,13.98,0.075300261,0.104683122,0.194915254,0.128440367,10
9.5,43,111.0,2022,4,29,13.98,-0.063543544,0.104683122,0.128440367,0.128440367,10
9.3,232,234.0,2022,5,6,13.98,0.113861551,0.104683122,0.03125,0.114285714,10
9.3,71,159.0,2022,5,8,13.98,0.113861551,0.104683122,0.03125,0.114285714,10
9.7,270,1202.0,2022,5,13,13.98,0.113861551,0.104683122,0.177966102,0.110091743,10
10.2,179,139.0,2022,5,31,11.98,0.240633862,0.232768512,0.128205128,0.064220183,10
9.9,245,428.0,2022,6,4,11.98,0.240633862,0.232768512,0.131578947,0.057142857,10
10.2,168,72.0,2022,6,6,11.98,0.240633862,0.232768512,0.105263158,0.028571429,10
10.2,192,413.0,2022,6,8,11.98,0.240633862,0.232768512,0.120689655,0.064220183,10
10.2,185,258.0,2022,6,9,11.98,0.240633862,0.232768512,0.13559322,0.064220183,10
9.9,280,447.0,2022,6,11,11.98,0.240633862,0.232768512,0.161016949,0.091743119,10
9.8,240,470.0,2022,6,20,11.98,0.240633862,0.232768512,0.140350877,0.0,10
9.9,189,434.0,2022,6,26,11.98,0.240633862,0.232768512,0.161016949,0.01980198,10
9.8,262,604.0,2022,6,28,11.98,0.240633862,0.232768512,0.169491525,0.02970297,10
10.2,214,724.15,2022,7,3,11.98,0.240633862,0.232768512,0.333333333,-0.040816327,10
10.2,175,648.41,2022,7,4,11.98,0.240633862,0.232768512,0.333333333,-0.040816327,10
10.2,226,2463.92,2022,7,11,11.98,0.240633862,0.232768512,0.142857143,-0.00990099,10
10.0,258,2636.42,2022,7,12,11.98,0.240633862,0.232768512,0.159663866,0.00990099,10
10.0,187,285.21,2022,8,1,11.98,0.207589208,0.232768512,0.130434783,-0.020408163,10
9.3,144,413.1,2022,8,5,11.98,0.207589208,0.232768512,0.154545455,0.079207921,10
9.3,233,234.11,2022,8,7,11.98,0.207589208,0.232768512,0.154545455,0.079207921,10
10.0,120,933.01,2022,8,14,11.98,0.207589208,0.232768512,0.152542373,0.047619048,10
10.0,135,587.31,2022,8,15,11.98,0.207589208,0.232768512,0.152542373,0.047619048,10
10.0,150,595.62,2022,8,16,11.98,0.207589208,0.232768512,0.152542373,0.047619048,10
10.3,173,861.81,2022,8,31,14.98,0.009155788,0.040640427,0.127118644,0.019047619,10
10.2,178,850.7,2022,9,2,14.98,0.009155788,0.040640427,0.081081081,-0.00990099,10
10.2,140,873.37,2022,9,6,14.98,0.009155788,0.040640427,0.046728972,-0.00990099,10
10.2,150,657.41,2022,9,7,14.98,0.009155788,0.040640427,0.046728972,-0.00990099,10
9.7,240,1154.66,2022,9,11,14.98,0.009155788,0.040640427,0.093457944,0.03960396,10
8.4,446,1506.39,2022,9,25,14.98,0.009155788,0.040640427,0.16,0.461538462,10
9.0,387,2807.58,2022,9,27,14.98,0.009155788,0.040640427,0.1,0.072164948,10
9.0,340,2045.63,2022,9,28,14.98,0.009155788,0.040640427,0.1,0.072164948,10
9.0,250,2134.67,2022,9,30,14.98,0.009155788,0.040640427,0.081632653,0.072164948,10
10.8,65,68.0,2021,5,7,16.64285714,-0.066209066,-0.066564944,0.076923077,0.217391304,11
12.0,98,0.0,2021,5,27,16.64285714,-0.066209066,-0.065853426,0.083969466,-0.224489796,11
11.9,115,64.0,2021,5,29,16.64285714,-0.066209066,-0.065853426,0.091603053,-0.133333333,11
11.5,183,297.0,2021,6,9,16.64285714,-0.066209066,-0.065853426,0.122137405,0.00862069,11
11.5,214,255.0,2021,6,11,16.64285714,-0.066209066,-0.065853426,0.057377049,0.00862069,11
11.5,231,159.0,2021,6,15,16.64285714,-0.066209066,-0.065853426,0.072580645,-0.00877193,11
11.5,216,131.0,2021,6,16,16.64285714,-0.066209066,-0.065853426,0.072580645,-0.00877193,11
11.5,324,17.0,2021,6,21,16.64285714,-0.066209066,-0.065853426,0.041666667,-0.045454545,11
11.3,221,38.0,2021,6,29,16.64285714,-0.066209066,-0.065853426,0.034188034,-0.027272727,11
11.3,207,31.0,2021,6,30,16.64285714,-0.066209066,-0.065853426,0.034188034,-0.056074766,11
10.8,358,85.0,2021,7,3,16.64285714,-0.066209066,-0.065853426,0.084745763,0.009174312,11
10.8,368,63.0,2021,7,4,16.64285714,-0.066209066,-0.065853426,0.129032258,0.009174312,11
10.8,441,144.0,2021,7,18,16.64285714,0.072982718,-0.065853426,0.162790698,0.009174312,11
10.8,367,35.0,2021,7,20,16.64285714,0.072982718,-0.065853426,0.162790698,0.009174312,11
9.7,594,141.0,2021,7,27,16.64285714,0.072982718,-0.065853426,0.170940171,0.076190476,11
11.9,189,25.0,2021,8,3,16.64285714,0.072982718,-0.065853426,-0.008474576,-0.091743119,11
10.3,418,21.0,2021,8,7,16.64285714,0.072982718,-0.065853426,0.11965812,0.019047619,11
10.3,484,13.0,2021,8,10,16.64285714,0.072982718,-0.065853426,0.11965812,0.019047619,11
11.1,332,15.0,2021,8,13,16.64285714,0.072982718,-0.065853426,0.051282051,-0.057142857,11
11.3,322,39.0,2021,8,16,16.64285714,0.072982718,-0.065853426,0.0,-0.076190476,11
11.1,182,0.0,2021,8,26,16.64285714,0.072982718,-0.065853426,0.017699115,-0.057142857,11
11.3,216,19.0,2021,9,1,16.64285714,0.072982718,-0.065853426,0.088709677,-0.036697248,11
11.3,264,19.0,2021,9,7,16.64285714,0.072982718,-0.065853426,0.088709677,-0.036697248,11
11.6,164,49.0,2021,9,9,16.64285714,0.072982718,-0.065853426,0.064516129,-0.064220183,11
10.8,269,13.0,2021,9,17,16.64285714,0.072982718,-0.065853426,0.136,-0.102040816,11
10.8,320,37.0,2021,9,19,16.64285714,0.072982718,-0.065853426,0.162790698,-0.102040816,11
11.6,244,19.0,2021,9,28,16.64285714,0.072982718,-0.065853426,0.056910569,-0.183673469,11
11.6,210,21.0,2021,9,29,16.64285714,0.072982718,-0.065853426,0.056910569,-0.183673469,11
9.6,979,0.0,2021,10,5,16.64285714,0.072982718,-0.065853426,0.2,0.04950495,11
11.6,210,2060.0,2021,10,15,16.64285714,0.072982718,-0.065853426,-0.026548673,-0.035714286,11
10.3,473,4348.0,2021,10,19,16.64285714,0.072982718,-0.065853426,0.088495575,0.019047619,11
10.0,566,3576.0,2021,10,22,16.64285714,0.072982718,-0.065853426,0.115044248,0.047619048,11
10.0,605,1882.0,2021,10,25,16.64285714,0.072982718,-0.065853426,0.159663866,0.047619048,11
9.7,705,5510.0,2021,10,27,16.64285714,0.072982718,-0.065853426,0.18487395,0.076190476,11
11.3,465,3333.0,2021,11,4,16.64285714,0.072982718,0.000804,0.050420168,0.251655629,11
11.3,454,2482.0,2021,11,6,16.64285714,0.072982718,-0.065853426,0.156716418,0.241610738,11
11.3,380,4358.0,2021,11,8,16.64285714,0.072982718,-0.065853426,0.162962963,0.025862069,11
11.3,375,3389.0,2021,11,9,16.64285714,0.072982718,-0.095074905,0.124031008,0.256578947,11
11.3,382,2190.0,2021,11,10,16.64285714,0.072982718,-0.065853426,0.124031008,0.241610738,11
11.3,419,2309.0,2021,11,12,16.64285714,0.072982718,-0.065853426,0.124031008,0.025862069,11
11.3,363,254.0,2021,11,29,16.64285714,-0.066209066,-0.065853426,0.124031008,0.241610738,11
11.0,411,154.0,2021,12,1,16.64285714,-0.066209066,-0.065853426,0.147286822,0.225352113,11
11.0,628,161.0,2021,12,4,16.64285714,-0.066209066,0.000804,0.147286822,0.294871795,11
10.8,673,346.0,2021,12,7,16.64285714,-0.066209066,0.000804,0.129032258,0.307692308,11
11.3,320,42.0,2021,12,15,16.64285714,-0.066209066,-0.08836123,0.124031008,0.261437908,11
10.6,437,65.0,2021,12,21,16.64285714,-0.066209066,-0.05112782,0.086206897,0.329113924,11
11.3,483,17.0,2021,12,26,16.64285714,-0.066209066,-0.05112782,0.124031008,0.284810127,11
11.3,502,47.0,2021,12,27,16.64285714,-0.066209066,-0.018950437,0.124031008,0.306748466,11
11.3,468,39.0,2021,12,30,16.64285714,-0.066209066,0.089583532,0.124031008,0.017391304,11
11.5,507,144.0,2022,1,12,16.64285714,0.072982718,0.042137718,0.178571429,0.33908046,11
11.5,386,20.0,2022,1,14,16.64285714,-0.066209066,0.089583532,0.178571429,0.057377049,11
10.8,501,24.0,2022,1,17,16.64285714,-0.066209066,0.089583532,0.162790698,0.092436975,11
10.8,600,20.0,2022,1,19,16.64285714,-0.066209066,0.089583532,0.162790698,0.044247788,11
10.8,523,15.0,2022,1,20,16.64285714,-0.066209066,0.089583532,0.162790698,0.044247788,11
10.8,462,11.0,2022,1,21,16.64285714,0.072982718,0.089583532,0.162790698,0.044247788,11
11.3,288,7.0,2022,1,26,16.64285714,-0.066209066,0.089583532,0.192857143,0.042372881,11
11.5,441,0.0,2022,1,29,16.64285714,0.072982718,0.089583532,0.178571429,0.1015625,11
11.6,478,18.0,2022,2,3,16.64285714,-0.066209066,0.089583532,0.140740741,0.025210084,11
11.5,486,0.0,2022,2,11,11.48809524,0.264025931,0.37156517,0.108527132,0.1015625,11
11.1,521,15.0,2022,2,16,11.14285714,0.379336069,0.390450777,0.207142857,0.1328125,11
11.6,459,44.0,2022,3,1,11.64285714,0.351485764,0.363099209,0.140740741,0.049180328,11
8.3,1500,35.0,2022,3,2,8.321428571,0.536491359,0.544791766,0.385185185,0.319672131,11
11.6,795,29.0,2022,3,4,11.64285714,0.351485764,0.363099209,0.140740741,0.025210084,11
11.6,341,79.0,2022,3,7,11.64285714,0.254111254,0.363099209,0.140740741,0.049180328,11
11.6,570,0.0,2022,3,8,16.64285714,-0.066209066,0.089583532,0.171428571,0.09375,11
12.0,366,0.0,2022,3,10,16.64285714,-0.066209066,0.089583532,0.142857143,0.0625,11
11.5,362,335.0,2022,3,13,16.64285714,-0.066209066,0.089583532,0.072580645,0.017094017,11
11.5,386,335.0,2022,3,15,16.64285714,-0.066209066,0.089583532,0.06504065,0.017094017,11
11.5,330,1680.0,2022,3,23,16.64285714,-0.066209066,0.089583532,0.135338346,0.1015625,11
11.5,382,1077.0,2022,3,24,16.64285714,-0.066209066,0.089583532,0.135338346,0.1015625,11
11.3,248,37.0,2022,4,12,16.64285714,-0.066209066,0.089583532,0.124031008,0.017391304,11
11.3,264,0.0,2022,4,17,16.64285714,-0.066209066,0.089583532,0.192857143,0.017391304,11
11.3,352,139.0,2022,4,21,16.64285714,-0.066209066,0.089583532,0.192857143,0.1171875,11
11.3,386,110.0,2022,4,23,16.64285714,-0.066209066,0.089583532,0.124031008,0.1171875,11
11.3,367,630.0,2022,4,28,16.64285714,-0.066209066,0.089583532,0.192857143,0.050420168,11
11.6,275,627.0,2022,5,13,17.83333333,0.048095635,0.024460752,0.165467626,0.064516129,11
12.1,138,79.0,2022,5,27,17.83333333,0.048095635,0.024460752,0.123188406,0.024193548,11
12.1,219,128.0,2022,6,3,17.83333333,0.048095635,0.024460752,0.103703704,-0.052173913,11
12.1,199,159.0,2022,6,10,17.83333333,0.048095635,0.024460752,0.103703704,0.024193548,11
11.8,292,188.0,2022,6,13,17.83333333,0.048095635,0.024460752,0.125925926,-0.026086957,11
11.8,300,26.0,2022,6,17,17.83333333,0.048095635,0.024460752,0.056,-0.026086957,11
11.6,243,128.0,2022,6,20,17.83333333,0.048095635,0.024460752,0.086614173,-0.008695652,11
12.3,154,194.0,2022,6,25,17.83333333,0.048095635,0.024460752,0.046511628,-0.033613445,11
12.2,154,366.0,2022,6,26,17.83333333,0.048095635,0.024460752,0.061538462,-0.025210084,11
12.1,254,159.0,2022,6,29,17.83333333,0.048095635,0.024460752,0.083333333,-0.016806723,11
12.1,206,710.34,2022,7,5,17.83333333,0.048095635,0.024460752,0.141843972,-0.016806723,11
12.1,199,606.11,2022,7,6,17.83333333,0.048095635,0.024460752,0.141843972,-0.016806723,11
12.1,187,842.51,2022,7,11,17.83333333,0.048095635,0.024460752,0.123188406,0.008196721,11
11.1,258,25.84,2022,7,23,16.64285714,-0.015388806,0.089583532,0.125984252,0.034782609,11
11.9,347,224.68,2022,7,30,16.64285714,-0.015388806,0.089583532,0.137681159,0.024590164,11
12.5,174,124.9,2022,8,14,16.64285714,-0.015388806,0.089583532,0.094202899,-0.024590164,11
11.9,226,485.02,2022,8,15,16.64285714,-0.015388806,0.089583532,0.137681159,0.024590164,11
11.9,357,1606.94,2022,8,16,16.64285714,-0.015388806,0.089583532,0.137681159,0.024590164,11
11.9,321,2117.72,2022,8,18,16.64285714,-0.015388806,0.089583532,0.137681159,0.024590164,11
12.1,205,3056.97,2022,8,26,16.64285714,-0.015388806,0.089583532,0.090225564,0.008196721,11
12.1,188,6366.45,2022,8,28,16.64285714,-0.015388806,0.089583532,0.090225564,0.008196721,11
12.1,249,4255.45,2022,9,4,16.64285714,-0.015388806,0.089583532,0.123188406,-0.016806723,11
11.5,462,5127.31,2022,9,13,16.64285714,-0.015388806,0.089583532,0.041666667,0.033613445,11
10.7,425,2432.15,2022,9,22,16.64285714,-0.015388806,0.089583532,0.108333333,0.053097345,11
10.0,946,4825.01,2022,9,25,16.64285714,-0.015388806,0.089583532,0.166666667,0.115044248,11
19.5,258,0.0,2022,3,10,20.79166667,0.271380893,0.083333333,0.101382488,-0.107954545,0
16.6,383,587.0,2022,3,17,20.79166667,0.129795715,0.083333333,0.224299065,0.268722467,0
18.7,146,160.0,2022,3,24,24.95833333,-0.044593921,-0.100367401,0.168888889,0.176211454,0
18.7,123,49.0,2022,3,25,24.95833333,-0.044593921,-0.100367401,0.168888889,0.176211454,0
18.7,148,66.0,2022,3,27,24.95833333,-0.044593921,-0.100367401,0.168888889,0.176211454,0
19.2,514,234.0,2022,5,18,24.95833333,0.12536504,-0.100367401,0.115207373,0.154185022,0
19.2,305,79.0,2022,5,27,24.95833333,0.12536504,-0.100367401,0.115207373,0.154185022,0
18.2,452,67.0,2022,6,4,24.95833333,0.000238,-0.100367401,0.161290323,0.198237885,0
18.2,348,87.0,2022,6,6,24.95833333,0.000238,-0.100367401,0.161290323,0.198237885,0
18.2,257,0.0,2022,6,13,24.95833333,-0.044593921,-0.100367401,0.191111111,0.198237885,0
16.6,360,135.0,2022,6,21,24.95833333,-0.044593921,-0.100367401,0.235023041,0.268722467,0
18.7,235,0.0,2022,6,28,24.95833333,-0.044593921,-0.100367401,0.168888889,0.176211454,0
18.7,211,332.84,2022,7,9,24.95833333,-0.044593921,-0.100367401,0.142201835,0.176211454,0
18.7,222,357.58,2022,7,10,24.95833333,-0.044593921,-0.100367401,0.142201835,0.176211454,0
18.7,230,134.42,2022,7,11,24.95833333,-0.044593921,-0.100367401,0.142201835,0.176211454,0
18.7,272,331.09,2022,7,19,24.95833333,-0.044593921,-0.100367401,0.122065728,0.176211454,0
16.2,247,649.63,2022,7,22,24.95833333,-0.044593921,-0.100367401,0.256880734,0.286343612,0
18.2,213,150.61,2022,8,1,24.95833333,-0.044593921,-0.100367401,0.037037037,0.198237885,0
17.5,365,327.53,2022,8,7,24.95833333,-0.044593921,0.083333333,0.125,0.22907489,0
18.7,191,368.82,2022,8,14,24.95833333,-0.044593921,0.083333333,0.142201835,0.176211454,0
19.2,223,1269.26,2022,8,22,24.95833333,-0.044593921,0.083333333,0.168831169,0.04950495,0
18.7,177,466.0,2022,8,24,24.95833333,-0.044593921,0.083333333,0.19047619,0.074257426,0
18.7,237,454.13,2022,8,29,24.95833333,-0.044593921,0.083333333,0.172566372,0.165178571,0
18.2,231,671.4,2022,9,2,24.95833333,-0.044593921,-0.100367401,0.212121212,0.099009901,0
18.2,192,308.21,2022,9,3,24.95833333,-0.044593921,-0.100367401,0.212121212,0.099009901,0
18.2,175,499.39,2022,9,6,24.95833333,-0.044593921,0.083333333,0.183856502,0.1875,0
18.2,193,133.91,2022,9,18,24.95833333,-0.044593921,0.083333333,0.212121212,0.1875,0
17.5,457,927.57,2022,9,24,24.95833333,-0.044593921,0.080262423,0.146341463,0.22907489,0
17.5,596,532.38,2022,9,25,24.95833333,-0.044593921,0.214473057,0.182242991,0.22907489,0
11.7,101,1402.0,2021,1,12,16.3984375,0.045475216,-0.050550551,0.071428571,0.225165563,1
11.7,97,895.0,2021,1,13,16.3984375,0.045475216,-0.050550551,0.071428571,0.225165563,1
11.1,71,1102.0,2021,1,14,17.1796875,0.0,-0.100600601,0.119047619,0.090163934,1
11.1,88,599.0,2021,1,15,17.1796875,-0.047641734,-0.100600601,0.119047619,0.090163934,1
10.3,259,579.0,2021,1,24,16.3984375,0.0,-0.050550551,0.141666667,0.134453782,1
11.0,181,0.0,2021,1,29,17.1796875,0.0,-0.100600601,0.126984127,0.043478261,1
11.0,133,0.0,2021,1,31,16.3984375,0.045475216,-0.050550551,0.126984127,0.179104478,1
11.0,146,237.0,2021,2,1,16.3984375,0.045475216,-0.050550551,0.098360656,0.075630252,1
11.0,159,566.0,2021,2,2,16.3984375,0.045475216,-0.050550551,0.098360656,0.075630252,1
11.7,104,186.0,2021,2,6,17.1796875,0.0,-0.100600601,0.040983607,-0.017391304,1
11.7,96,278.0,2021,2,12,17.1796875,0.0,-0.100600601,0.040983607,-0.017391304,1
11.7,97,0.0,2021,2,25,17.1796875,0.0,-0.100600601,0.040983607,-0.00862069,1
11.7,132,0.0,2021,2,27,17.1796875,0.0,-0.100600601,0.106870229,0.048780488,1
11.3,123,46.0,2021,3,1,17.1796875,-0.100050025,-0.100600601,0.073770492,0.025862069,1
11.7,128,0.0,2021,3,4,17.1796875,0.0,-0.101703407,0.071428571,0.056451613,1
11.7,115,50.0,2021,3,13,17.1796875,0.0,-0.100600601,0.064,-0.00862069,1
11.3,156,58.0,2021,3,15,17.1796875,0.0,-0.101703407,0.13740458,0.081300813,1
11.7,81,105.0,2021,3,21,17.1796875,0.0,-0.100600601,0.071428571,-0.00862069,1
11.4,88,394.0,2021,3,30,16.3984375,0.045475216,-0.050550551,0.095238095,0.06557377,1
11.3,114,303.0,2021,4,12,17.9609375,0.0,-0.151803607,0.103174603,0.13740458,1
11.4,176,557.0,2021,4,13,17.9609375,0.0,-0.151803607,0.095238095,0.123076923,1
11.4,170,266.0,2021,4,18,17.9609375,0.0,-0.151803607,0.095238095,0.095238095,1
11.2,205,199.0,2021,4,21,17.9609375,0.0,-0.151803607,0.145038168,0.145038168,1
11.2,136,303.0,2021,4,28,17.1796875,0.0,-0.100600601,0.145038168,-0.027522936,1
11.3,116,20.0,2021,5,7,17.1796875,0.0,-0.100600601,0.0,-0.118811881,1
12.5,79,157.0,2021,5,13,16.3984375,0.045475216,-0.050550551,0.0,-0.116071429,1
11.1,148,114.0,2021,5,19,17.1796875,0.0,-0.100600601,0.075,0.0,1
11.1,172,181.0,2021,5,20,17.1796875,0.0,-0.100600601,0.075,-0.077669903,1
12.4,50,39.0,2021,5,30,17.1796875,-0.047641734,-0.101703407,-0.042016807,0.060606061,1
12.4,52,174.0,2021,5,31,17.1796875,-0.047641734,-0.101703407,-0.042016807,-0.117117117,1
12.2,38,150.0,2021,6,11,17.1796875,0.0,-0.100600601,0.024,-0.099099099,1
11.1,74,126.0,2021,6,14,17.1796875,-0.047641734,-0.100600601,-0.009090909,-0.027777778,1
12.1,59,28.0,2021,6,23,17.1796875,0.0,-0.100600601,-0.1,-0.09009009,1
11.1,98,12.0,2021,6,26,17.1796875,0.0,-0.100600601,0.008928571,0.0,1
11.1,96,59.0,2021,6,28,17.1796875,0.0,-0.100600601,0.026315789,0.0,1
11.1,90,128.0,2021,6,30,17.1796875,0.0,-0.100600601,0.026315789,0.0,1
10.8,118,0.0,2021,7,10,17.1796875,0.0,-0.100600601,0.12195122,0.009174312,1
11.1,88,25.0,2021,7,16,17.1796875,0.0,-0.100600601,0.090163934,-0.057142857,1
11.1,97,0.0,2021,7,23,17.1796875,0.0,-0.100600601,0.10483871,-0.018348624,1
9.9,417,0.0,2021,7,30,17.1796875,0.043497173,-0.100600601,0.139130435,0.057142857,1
10.2,148,50.0,2021,8,7,17.1796875,0.043497173,-0.100600601,0.055555556,-0.00990099,1
10.2,195,0.0,2021,8,11,17.1796875,0.0,-0.100600601,0.113043478,-0.00990099,1
11.1,165,0.0,2021,8,13,17.1796875,0.0,-0.100600601,0.112,-0.018348624,1
10.8,166,109.0,2021,9,1,17.1796875,0.0,-0.100600601,0.1,-0.028571429,1
10.8,139,37.0,2021,9,5,17.1796875,0.0,-0.100600601,0.1,-0.038461538,1
10.8,173,72.0,2021,9,6,17.1796875,0.0,-0.100600601,0.1,-0.038461538,1
10.8,177,92.0,2021,9,11,17.1796875,0.0,-0.100600601,0.1,0.149606299,1
10.8,179,182.0,2021,9,13,17.1796875,0.0,-0.100600601,0.1,0.009174312,1
10.8,220,91.0,2021,9,14,17.1796875,0.0,-0.100600601,0.1,0.009174312,1
10.8,191,157.0,2021,9,16,17.1796875,0.0,-0.100600601,0.175572519,0.009174312,1
10.8,133,284.0,2021,9,17,17.1796875,0.0,-0.100600601,0.107438017,0.149606299,1
10.8,131,128.0,2021,9,21,17.1796875,0.0,-0.100600601,0.107438017,0.009174312,1
11.1,130,72.0,2021,9,27,17.1796875,0.0,-0.100600601,0.067226891,-0.018348624,1
9.9,350,16.0,2021,10,4,17.1796875,0.043497173,-0.100600601,0.074766355,0.01980198,1
10.6,110,0.0,2021,10,13,17.1796875,0.0,-0.100600601,0.190839695,0.027522936,1
11.1,93,0.0,2021,10,14,17.1796875,0.0,-0.100600601,0.125984252,-0.018348624,1
10.6,98,149.0,2021,10,17,17.1796875,0.0,-0.100600601,0.053571429,-0.04950495,1
10.6,113,268.0,2021,10,18,17.1796875,0.0,-0.100600601,0.053571429,-0.04950495,1
10.6,110,295.0,2021,10,19,17.1796875,0.0,-0.100600601,0.053571429,0.190839695,1
10.6,111,391.0,2021,10,24,17.1796875,0.0,-0.100600601,0.053571429,0.203007519,1
9.9,200,257.0,2021,10,30,17.1796875,0.0,-0.100600601,0.116071429,0.287769784,1
10.8,224,639.0,2021,11,22,17.1796875,0.0,-0.100600601,0.142857143,0.228571429,1
11.3,216,224.0,2021,11,25,17.1796875,0.0,-0.100600601,0.13740458,0.175182482,1
11.3,147,205.0,2021,11,26,17.1796875,0.0,-0.100600601,0.13740458,0.19858156,1
11.1,109,202.0,2021,12,1,17.1796875,0.0,-0.100600601,0.119047619,0.207142857,1
11.5,108,554.0,2021,12,11,11.4921875,0.331059573,0.239400207,0.087301587,0.238410596,1
11.5,119,700.0,2021,12,13,11.4921875,0.331059573,0.331059573,0.087301587,0.238410596,1
11.5,98,409.0,2021,12,25,17.1796875,0.0,-0.137021717,0.122137405,0.238410596,1
11.5,108,217.0,2021,12,27,17.1796875,0.0,-0.133505155,0.122137405,0.243421053,1
